parcel_id,yield_year,window,NDVI_mean,NDVI_median,EVI_mean,EVI_median,NDRE_mean,NDRE_median,NDWI_mean,NDWI_median,SAVI_mean,SAVI_median,CIre_mean,CIre_median,GNDVI_mean,GNDVI_median,MTCI_mean,MTCI_median,n_img
A-1,2020,Brot,0.283126,0.283126,0.214805,0.214805,0.208726,0.208726,-0.385949,-0.385949,0.208471,0.208471,0.42357,0.42357,0.385949,0.385949,2.873998,2.873998,1
A-1,2020,Crec,0.2763643636363637,0.277412,0.21263945454545452,0.214152,0.21394518181818184,0.213738,-0.3795113636363636,-0.380788,0.20639745454545455,0.207598,0.43651199999999996,0.434108,0.3795113636363636,0.380788,1.5650527272727273,1.562477,11
A-1,2020,Cuaj,0.28025733333333336,0.281256,0.22541966666666666,0.224177,0.21125933333333333,0.211845,-0.38720899999999997,-0.387155,0.21795399999999998,0.21483,0.4304733333333333,0.430352,0.38720899999999997,0.387155,1.1232576666666667,1.589106,3
A-1,2020,Enve,0.2835318,0.290564,0.20573160000000001,0.210464,0.2151166,0.218272,-0.3957946,-0.40296,0.2039762,0.209048,0.4280234,0.440216,0.3957946,0.40296,1.54582375,1.5122935,5
A-1,2020,Flor,0.289107,0.289107,0.237462,0.237462,0.21052949999999998,0.21052949999999998,-0.3869525,-0.3869525,0.2245085,0.2245085,0.4399615,0.4399615,0.3869525,0.3869525,1.77007,1.77007,2
A-1,2020,Reposo,0.311944,0.311944,0.216274,0.216274,0.233905,0.233905,-0.432126,-0.432126,0.222673,0.222673,0.479844,0.479844,0.432126,0.432126,1.839991,1.839991,1
A-1,2021,Crec,0.2690458461538462,0.27406,0.20824030769230767,0.214924,0.2082633076923077,0.211833,-0.3773236153846154,-0.381657,0.20211099999999999,0.206831,0.43118184615384614,0.434807,0.3773236153846154,0.381657,1.7200987692307694,1.639867,13
A-1,2021,Cuaj,0.28124283333333333,0.2900935,0.237577,0.236077,0.20602600000000001,0.21382400000000001,-0.38467650000000003,-0.39726150000000005,0.223355,0.226306,0.42480249999999997,0.4471045,0.38467650000000003,0.39726150000000005,1.7558018333333332,1.6702314999999999,6
A-1,2021,Enve,0.3166366666666667,0.31151,0.22355166666666668,0.226885,0.23856699999999997,0.235144,-0.43718299999999993,-0.424668,0.224755,0.222927,0.5249006666666666,0.508494,0.43718299999999993,0.424668,2.029095,2.092818,3
A-1,2021,Flor,0.302862,0.302862,0.244674,0.244674,0.217508,0.217508,-0.409933,-0.409933,0.239515,0.239515,0.450202,0.450202,0.409933,0.409933,1.82522,1.82522,1
A-1,2021,Reposo,0.245065,0.245065,0.193062,0.193062,0.194374,0.194374,-0.332436,-0.332436,0.174403,0.174403,0.387122,0.387122,0.332436,0.332436,0.745971,0.745971,1
A-1,2022,Brot,0.368115,0.368115,0.262875,0.262875,0.266223,0.266223,-0.476045,-0.476045,0.266719,0.266719,0.595306,0.595306,0.476045,0.476045,2.44101,2.44101,1
A-1,2022,Crec,0.310107,0.310152,0.233389625,0.23081249999999998,0.2351875,0.2355015,-0.421034375,-0.42352999999999996,0.228054125,0.229234,0.507929375,0.5096745,0.421034375,0.42352999999999996,1.785892,1.8036984999999999,8
A-1,2022,Cuaj,0.310833,0.310833,0.249879,0.249879,0.228482,0.228482,-0.414581,-0.414581,0.237496,0.237496,0.496749,0.496749,0.414581,0.414581,1.83113,1.83113,1
A-1,2022,Enve,0.34813500000000003,0.33989349999999996,0.2414085,0.2410795,0.2578738333333333,0.249661,-0.47183250000000004,-0.457699,0.24574783333333336,0.23978,0.5720473333333334,0.5499065000000001,0.47183250000000004,0.457699,2.055545,1.975323,6
A-1,2022,Flor,0.352418,0.352418,0.267427,0.267427,0.246733,0.246733,-0.45362,-0.45362,0.266698,0.266698,0.535505,0.535505,0.45362,0.45362,1.734421,1.734421,1
A-1,2022,Reposo,0.33676,0.33676,0.237131,0.237131,0.26001,0.26001,-0.45247,-0.45247,0.236946,0.236946,0.591511,0.591511,0.45247,0.45247,1.894552,1.894552,1
A-1,2023,Crec,0.33768509999999996,0.33769099999999996,0.24863110000000002,0.2462875,0.2507142,0.2516355,-0.44443720000000003,-0.4432125,0.24569049999999998,0.244928,0.5573764999999999,0.57027,0.44443720000000003,0.4432125,1.7549477,1.7243620000000002,10
A-1,2023,Cuaj,0.3552868,0.357485,0.2785582,0.285667,0.25482360000000004,0.253353,-0.44758119999999996,-0.446331,0.2676652,0.274196,0.5835817999999999,0.577994,0.44758119999999996,0.446331,3.2755218,1.748001,5
A-1,2023,Enve,0.34778216666666667,0.3455335,0.23802283333333332,0.2378825,0.260952,0.25804150000000003,-0.4672155,-0.460233,0.242694,0.238852,0.5751339999999999,0.571787,0.4672155,0.460233,1.8509683333333333,1.7593925,6
A-1,2023,Flor,0.3540206666666667,0.351907,0.279412,0.276657,0.2472363333333333,0.247702,-0.4484916666666667,-0.451079,0.266384,0.262525,0.5462143333333334,0.541211,0.4484916666666667,0.451079,1.8871543333333332,1.876221,3
A-1,2024,Brot,0.377639,0.377639,0.259118,0.259118,0.275669,0.275669,-0.479832,-0.479832,0.252808,0.252808,0.630307,0.630307,0.479832,0.479832,2.065418,2.065418,1
A-1,2024,Crec,0.3174223333333333,0.3089505,0.23755800000000002,0.23465249999999999,0.24155266666666667,0.232907,-0.42048250000000004,-0.416142,0.23133683333333332,0.22624699999999998,0.5255261666666667,0.497793,0.42048250000000004,0.416142,1.7329818333333333,1.689823,6
A-1,2024,Enve,0.34968933333333335,0.35425249999999997,0.23801150000000001,0.2379085,0.2623166666666667,0.2651335,-0.45054716666666667,-0.454835,0.23737699999999998,0.23638900000000002,0.5820445,0.585896,0.45054716666666667,0.454835,1.4936435000000001,1.630337,6
A-1,2024,Flor,0.3349715,0.3349715,0.2670305,0.2670305,0.2426665,0.2426665,-0.42601049999999996,-0.42601049999999996,0.2521735,0.2521735,0.5368055,0.5368055,0.42601049999999996,0.42601049999999996,1.8288185,1.8288185,2
A-2,2016,Enve,0.291064,0.291064,0.21916,0.21916,0.225643,0.225643,-0.413063,-0.413063,0.216629,0.216629,0.439313,0.439313,0.413063,0.413063,1.434464,1.434464,1
A-2,2017,Crec,0.278738,0.278738,0.21558,0.21558,0.216533,0.216533,-0.404056,-0.404056,0.212884,0.212884,0.4256,0.4256,0.404056,0.404056,1.465593,1.465593,1
A-2,2017,Cuaj,0.272703,0.272703,0.216233,0.216233,0.209673,0.209673,-0.392613,-0.392613,0.211029,0.211029,0.419175,0.419175,0.392613,0.392613,1.543812,1.543812,1
A-2,2018,Crec,0.29235,0.29235,0.228818,0.228818,0.21479,0.21479,-0.401377,-0.401377,0.218728,0.218728,0.44638,0.44638,0.401377,0.401377,1.458643,1.458643,1
A-2,2018,Cuaj,0.2915365,0.2915365,0.239153,0.239153,0.217505,0.217505,-0.39847200000000005,-0.39847200000000005,0.22642400000000001,0.22642400000000001,0.4470375,0.4470375,0.39847200000000005,0.39847200000000005,1.6880285000000002,1.6880285000000002,2
A-2,2018,Enve,0.312404,0.312404,0.237832,0.237832,0.227858,0.227858,-0.428423,-0.428423,0.229953,0.229953,0.468814,0.468814,0.428423,0.428423,1.552944,1.552944,1
A-2,2018,Reposo,0.385361,0.385361,0.245299,0.245299,0.288731,0.288731,-0.49619,-0.49619,0.250097,0.250097,0.663118,0.663118,0.49619,0.49619,2.213704,2.213704,1
A-2,2019,Crec,0.2870774285714286,0.291985,0.2223757142857143,0.223524,0.2272522857142857,0.226468,-0.39640442857142855,-0.402098,0.214802,0.217135,0.46563214285714283,0.459225,0.39640442857142855,0.402098,1.6482024285714285,1.651854,7
A-2,2019,Cuaj,0.26872050000000003,0.26872050000000003,0.2159085,0.2159085,0.20747,0.20747,-0.37021,-0.37021,0.203425,0.203425,0.43614949999999997,0.43614949999999997,0.37021,0.37021,1.7822695,1.7822695,2
A-2,2019,Enve,0.3060525,0.30271499999999996,0.2255855,0.22290700000000002,0.2335015,0.22950399999999999,-0.422836,-0.4228645,0.22356225,0.221108,0.477311,0.467619,0.422836,0.4228645,1.8016415,1.7375205,4
A-2,2020,Brot,0.302076,0.302076,0.230404,0.230404,0.224083,0.224083,-0.410234,-0.410234,0.225242,0.225242,0.453205,0.453205,0.410234,0.410234,1.667749,1.667749,1
A-2,2020,Crec,0.2831353636363636,0.28175,0.2170551818181818,0.217278,0.22050681818181816,0.220557,-0.3956170909090909,-0.395471,0.21325836363636366,0.213323,0.4443893636363636,0.450899,0.3956170909090909,0.395471,1.5092155454545455,1.482643,11
A-2,2020,Cuaj,0.2769523333333333,0.27615,0.22135466666666667,0.222344,0.20879933333333334,0.208255,-0.3911246666666666,-0.387224,0.21667666666666666,0.220804,0.41713266666666665,0.415167,0.3911246666666666,0.387224,1.5427739999999999,1.581434,3
A-2,2020,Enve,0.2940626,0.295918,0.2137204,0.208148,0.22439599999999998,0.226475,-0.41571980000000003,-0.422069,0.21416399999999997,0.214742,0.4435914,0.444373,0.41571980000000003,0.422069,1.5115684,1.462056,5
A-2,2020,Flor,0.2776415,0.2776415,0.2316875,0.2316875,0.202573,0.202573,-0.3836895,-0.3836895,0.2198315,0.2198315,0.406931,0.406931,0.3836895,0.3836895,1.569883,1.569883,2
A-2,2020,Reposo,0.329175,0.329175,0.228169,0.228169,0.249578,0.249578,-0.455655,-0.455655,0.237328,0.237328,0.517621,0.517621,0.455655,0.455655,1.990394,1.990394,1
A-2,2021,Crec,0.3012993076923077,0.306329,0.23007161538461537,0.234153,0.23378053846153846,0.23657,-0.413916,-0.421843,0.22551338461538462,0.225844,0.4986771538461538,0.500253,0.413916,0.421843,1.5550036153846152,1.78488,13
A-2,2021,Cuaj,0.2983631666666667,0.3056055,0.24579566666666666,0.2470365,0.21926416666666668,0.2282225,-0.40516633333333335,-0.418107,0.234264,0.23845100000000002,0.46038833333333334,0.4790125,0.40516633333333335,0.418107,1.7357595000000001,1.7224555,6
A-2,2021,Enve,0.3504446666666667,0.338821,0.24169766666666667,0.240046,0.267355,0.260907,-0.47781499999999993,-0.464874,0.2462243333333333,0.239304,0.6020880000000001,0.582958,0.47781499999999993,0.464874,1.8501186666666667,1.875723,3
A-2,2021,Flor,0.326728,0.326728,0.262332,0.262332,0.236454,0.236454,-0.436264,-0.436264,0.259312,0.259312,0.506476,0.506476,0.436264,0.436264,1.876689,1.876689,1
A-2,2021,Reposo,0.069566,0.069566,0.362452,0.362452,-0.013235,-0.013235,-0.034305,-0.034305,0.058177,0.058177,0.005517,0.005517,0.034305,0.034305,-0.368308,-0.368308,1
A-2,2022,Brot,0.377542,0.377542,0.264379,0.264379,0.272621,0.272621,-0.495093,-0.495093,0.272315,0.272315,0.61268,0.61268,0.495093,0.495093,,,1
A-2,2022,Crec,0.323907,0.32774250000000005,0.237922875,0.23548599999999997,0.24629737499999999,0.249555,-0.4399615,-0.4445525,0.235186125,0.239042,0.5342217499999999,0.543428,0.4399615,0.4445525,1.79250175,1.8018239999999999,8
A-2,2022,Cuaj,0.327928,0.327928,0.258655,0.258655,0.240684,0.240684,-0.435213,-0.435213,0.248316,0.248316,0.527896,0.527896,0.435213,0.435213,1.799815,1.799815,1
A-2,2022,Enve,0.3655661666666667,0.3553925,0.24944233333333332,0.2480715,0.272298,0.2661465,-0.4957770000000001,-0.4794315,0.2568655,0.2530635,0.6090238333333333,0.5893815,0.4957770000000001,0.4794315,1.7782996666666666,1.7424395000000001,6
A-2,2022,Flor,0.34286,0.34286,0.253724,0.253724,0.243581,0.243581,-0.460365,-0.460365,0.2589,0.2589,0.5107,0.5107,0.460365,0.460365,1.63427,1.63427,1
A-2,2022,Reposo,0.371034,0.371034,0.25791,0.25791,0.289382,0.289382,-0.486688,-0.486688,0.259641,0.259641,0.677269,0.677269,0.486688,0.486688,2.194545,2.194545,1
A-2,2023,Crec,0.35401509999999997,0.35840700000000003,0.2550475,0.2565045,0.2627077,0.2650485,-0.46593049999999997,-0.46630950000000004,0.2551059,0.258808,0.5892461,0.5930245,0.46593049999999997,0.46630950000000004,1.7099159,1.7444905,10
A-2,2023,Cuaj,0.3649418,0.368216,0.2805304,0.284603,0.26285820000000004,0.260436,-0.46365160000000005,-0.462871,0.273184,0.28113,0.6022679999999999,0.592281,0.46365160000000005,0.462871,1.8046042,1.804557,5
A-2,2023,Enve,0.3658973333333333,0.3633675,0.245918,0.2441965,0.2738331666666666,0.2708155,-0.48857016666666664,-0.48116000000000003,0.25315183333333335,0.248888,0.6083523333333334,0.6019574999999999,0.48857016666666664,0.48116000000000003,1.7504791666666666,1.7756865,6
A-2,2023,Flor,0.362663,0.361908,0.2821086666666666,0.279833,0.25419833333333336,0.256406,-0.464983,-0.466122,0.2724866666666667,0.269606,0.5599066666666667,0.560375,0.464983,0.466122,1.7968126666666666,1.808344,3
A-2,2024,Brot,0.393305,0.393305,0.266914,0.266914,0.288799,0.288799,-0.495776,-0.495776,0.261982,0.261982,0.668401,0.668401,0.495776,0.495776,2.312876,2.312876,1
A-2,2024,Crec,0.3271056666666667,0.32077350000000004,0.2417435,0.2406605,0.24781633333333333,0.241666,-0.43826800000000005,-0.43520349999999997,0.23814233333333332,0.2344275,0.5303034999999999,0.508539,0.43826800000000005,0.43520349999999997,1.6466683333333334,1.5957485,6
A-2,2024,Enve,0.3504968333333333,0.357206,0.23711566666666664,0.23805749999999998,0.26278283333333335,0.266166,-0.4636203333333333,-0.4684005,0.23955716666666668,0.2406705,0.5697563333333333,0.5709435,0.4636203333333333,0.4684005,1.6785281666666665,1.6616385,6
A-2,2024,Flor,0.3387065,0.3387065,0.2653985,0.2653985,0.24720799999999998,0.24720799999999998,-0.439478,-0.439478,0.2544155,0.2544155,0.529721,0.529721,0.439478,0.439478,1.7890415000000002,1.7890415000000002,2
A-3,2016,Enve,0.32213,0.32213,0.239062,0.239062,0.254471,0.254471,-0.436818,-0.436818,0.235078,0.235078,0.529211,0.529211,0.436818,0.436818,1.744509,1.744509,1
A-3,2017,Crec,0.306797,0.306797,0.234142,0.234142,0.239348,0.239348,-0.423572,-0.423572,0.230208,0.230208,0.504117,0.504117,0.423572,0.423572,1.75879,1.75879,1
A-3,2017,Cuaj,0.306022,0.306022,0.240074,0.240074,0.238398,0.238398,-0.416936,-0.416936,0.23273,0.23273,0.51112,0.51112,0.416936,0.416936,1.924485,1.924485,1
A-3,2018,Crec,0.314538,0.314538,0.244088,0.244088,0.234241,0.234241,-0.423468,-0.423468,0.234829,0.234829,0.492312,0.492312,0.423468,0.423468,1.588098,1.588098,1
A-3,2018,Cuaj,0.338491,0.338491,0.275687,0.275687,0.25597400000000003,0.25597400000000003,-0.4354485,-0.4354485,0.2603225,0.2603225,0.567963,0.567963,0.4354485,0.4354485,1.9475565,1.9475565,2
A-3,2018,Enve,0.326221,0.326221,0.248381,0.248381,0.239816,0.239816,-0.442707,-0.442707,0.241699,0.241699,0.501342,0.501342,0.442707,0.442707,1.823354,1.823354,1
A-3,2018,Reposo,0.420751,0.420751,0.26884,0.26884,0.322986,0.322986,-0.523278,-0.523278,0.272974,0.272974,0.79245,0.79245,0.523278,0.523278,3.601318,3.601318,1
A-3,2019,Crec,0.31640414285714286,0.32317,0.23971314285714285,0.239421,0.252565,0.253812,-0.4245222857142857,-0.432376,0.2323535714285714,0.235272,0.5340514285714286,0.533958,0.4245222857142857,0.432376,1.5196952857142858,1.702301,7
A-3,2019,Cuaj,0.3296755,0.3296755,0.2651015,0.2651015,0.256764,0.256764,-0.4294175,-0.4294175,0.2508385,0.2508385,0.5627534999999999,0.5627534999999999,0.4294175,0.4294175,1.924712,1.924712,2
A-3,2019,Enve,0.32659625000000003,0.321794,0.2344535,0.2319175,0.252169,0.2477705,-0.441831,-0.43974,0.233456,0.230725,0.5331652499999999,0.5205115,0.441831,0.43974,1.793409,1.8038690000000002,4
A-3,2020,Brot,0.319823,0.319823,0.224235,0.224235,0.240232,0.240232,-0.42601,-0.42601,0.222596,0.222596,0.505414,0.505414,0.42601,0.42601,1.895514,1.895514,1
A-3,2020,Crec,0.31247772727272727,0.315348,0.23344081818181817,0.23428,0.24364127272727273,0.242847,-0.42305945454545457,-0.425903,0.23048254545454547,0.231957,0.5048201818181819,0.499465,0.42305945454545457,0.425903,1.5619244545454547,1.575574,11
A-3,2020,Cuaj,0.315656,0.321,0.24788066666666667,0.247134,0.24057766666666666,0.240975,-0.42640666666666666,-0.435178,0.24327466666666667,0.246229,0.5019593333333333,0.503793,0.42640666666666666,0.435178,2.480653333333333,1.804496,3
A-3,2020,Enve,0.3172054,0.320033,0.2240748,0.22238,0.2443434,0.248214,-0.435801,-0.44552,0.2250528,0.225302,0.49556659999999997,0.499516,0.435801,0.44552,1.524225,1.567791,5
A-3,2020,Flor,0.3294785,0.3294785,0.266008,0.266008,0.2444285,0.2444285,-0.43401449999999997,-0.43401449999999997,0.25593499999999997,0.25593499999999997,0.518125,0.518125,0.43401449999999997,0.43401449999999997,1.7082885,1.7082885,2
A-3,2020,Reposo,0.361157,0.361157,0.24079,0.24079,0.275458,0.275458,-0.48628,-0.48628,0.252231,0.252231,0.601551,0.601551,0.48628,0.48628,1.932107,1.932107,1
A-3,2021,Crec,0.3239510769230769,0.324792,0.24229523076923076,0.243467,0.25321869230769234,0.251711,-0.43693915384615384,-0.438549,0.23857469230769232,0.238665,0.5496524615384616,0.539933,0.43693915384615384,0.438549,1.813481923076923,1.862617,13
A-3,2021,Cuaj,0.32317733333333337,0.3187325,0.26248883333333334,0.26265649999999996,0.2423928333333333,0.237083,-0.43402466666666667,-0.4269155,0.25301233333333334,0.25469549999999996,0.5141061666666666,0.502126,0.43402466666666667,0.4269155,1.8172228333333333,1.818766,6
A-3,2021,Enve,0.37341966666666665,0.367123,0.253641,0.252385,0.28806733333333334,0.28516,-0.49822533333333335,-0.490535,0.258397,0.254809,0.6721343333333333,0.662449,0.49822533333333335,0.490535,2.159580666666667,2.227021,3
A-3,2021,Flor,0.341003,0.341003,0.267668,0.267668,0.247782,0.247782,-0.457367,-0.457367,0.267647,0.267647,0.524718,0.524718,0.457367,0.457367,1.775422,1.775422,1
A-3,2021,Reposo,0.292362,0.292362,0.219663,0.219663,0.229878,0.229878,-0.395968,-0.395968,0.207413,0.207413,0.462779,0.462779,0.395968,0.395968,1.827179,1.827179,1
A-3,2022,Brot,0.368792,0.368792,0.258403,0.258403,0.27413,0.27413,-0.48744,-0.48744,0.265358,0.265358,0.606148,0.606148,0.48744,0.48744,1.62366,1.62366,1
A-3,2022,Crec,0.344032625,0.34440899999999997,0.2520475,0.2477985,0.267608375,0.268248,-0.456973875,-0.4590425,0.24845224999999999,0.25021,0.593652875,0.594332,0.456973875,0.4590425,1.9813749999999999,1.967307,8
A-3,2022,Cuaj,0.338676,0.338676,0.266503,0.266503,0.25504,0.25504,-0.443045,-0.443045,0.254964,0.254964,0.565664,0.565664,0.443045,0.443045,2.083659,2.083659,1
A-3,2022,Enve,0.3877093333333333,0.379015,0.2595905,0.25977550000000005,0.2955745,0.2903945,-0.5121276666666666,-0.49634849999999997,0.2665981666666667,0.263343,0.6830396666666667,0.665454,0.5121276666666666,0.49634849999999997,2.7689692,2.063118,6
A-3,2022,Flor,0.356987,0.356987,0.265245,0.265245,0.258829,0.258829,-0.467697,-0.467697,0.268067,0.268067,0.55863,0.55863,0.467697,0.467697,1.899556,1.899556,1
A-3,2022,Reposo,0.391417,0.391417,0.263435,0.263435,0.306949,0.306949,-0.514786,-0.514786,0.268984,0.268984,0.738469,0.738469,0.514786,0.514786,5.211566,5.211566,1
A-3,2023,Crec,0.3689372,0.3707465,0.2631025,0.26589399999999996,0.2786056,0.27791449999999995,-0.4801668,-0.479306,0.2627812,0.2660725,0.6298205,0.6341060000000001,0.4801668,0.479306,1.7709755,1.81433,10
A-3,2023,Cuaj,0.3902952,0.381506,0.2975534,0.293154,0.2853116,0.276794,-0.4837714,-0.472244,0.28840180000000004,0.285438,0.6639856,0.637609,0.4837714,0.472244,1.9688602,1.945697,5
A-3,2023,Enve,0.3843273333333333,0.381658,0.25389216666666664,0.25298,0.2921023333333333,0.289902,-0.5050301666666667,-0.497152,0.26095666666666667,0.2569285,0.6641943333333333,0.66013,0.5050301666666667,0.497152,1.8199041999999999,1.774496,6
A-3,2023,Flor,0.3767606666666667,0.37301,0.28953233333333334,0.28639,0.2704436666666667,0.269127,-0.476176,-0.479521,0.2790086666666667,0.275718,0.605724,0.597962,0.476176,0.479521,2.0229596666666665,2.015056,3
A-3,2024,Brot,0.404845,0.404845,0.26801,0.26801,0.304377,0.304377,-0.507746,-0.507746,0.263667,0.263667,0.715549,0.715549,0.507746,0.507746,2.170244,2.170244,1
A-3,2024,Crec,0.3469816666666667,0.340334,0.25219566666666665,0.250049,0.26956766666666665,0.26202000000000003,-0.4504576666666667,-0.446037,0.24758116666666666,0.2440275,0.6081725,0.5775555,0.4504576666666667,0.446037,1.8600539999999999,1.8290980000000001,6
A-3,2024,Enve,0.370517,0.3772175,0.24472816666666666,0.2443525,0.28675483333333335,0.2893265,-0.47767183333333335,-0.482799,0.24620033333333335,0.246513,0.6541655,0.6520414999999999,0.47767183333333335,0.482799,1.9038655,1.8909465,6
A-3,2024,Flor,0.35290699999999997,0.35290699999999997,0.273915,0.273915,0.261487,0.261487,-0.4499495,-0.4499495,0.26218549999999996,0.26218549999999996,0.581414,0.581414,0.4499495,0.4499495,2.032679,2.032679,2
A-4,2016,Enve,0.305065,0.305065,0.225997,0.225997,0.243446,0.243446,-0.428368,-0.428368,0.224257,0.224257,0.489688,0.489688,0.428368,0.428368,1.635883,1.635883,1
A-4,2017,Crec,0.283912,0.283912,0.217609,0.217609,0.223693,0.223693,-0.409127,-0.409127,0.215234,0.215234,0.448347,0.448347,0.409127,0.409127,1.573459,1.573459,1
A-4,2017,Cuaj,0.280727,0.280727,0.220738,0.220738,0.218881,0.218881,-0.40049,-0.40049,0.215787,0.215787,0.446232,0.446232,0.40049,0.40049,1.653339,1.653339,1
A-4,2018,Crec,0.292953,0.292953,0.229866,0.229866,0.21748,0.21748,-0.411731,-0.411731,0.222705,0.222705,0.443119,0.443119,0.411731,0.411731,1.463972,1.463972,1
A-4,2018,Cuaj,0.31688099999999997,0.31688099999999997,0.2583845,0.2583845,0.2380745,0.2380745,-0.422066,-0.422066,0.2460325,0.2460325,0.5034959999999999,0.5034959999999999,0.422066,0.422066,1.780618,1.780618,2
A-4,2018,Enve,0.310563,0.310563,0.23758,0.23758,0.228495,0.228495,-0.435761,-0.435761,0.232772,0.232772,0.465831,0.465831,0.435761,0.435761,1.843155,1.843155,1
A-4,2018,Reposo,0.384862,0.384862,0.247458,0.247458,0.293437,0.293437,-0.500281,-0.500281,0.252701,0.252701,0.66969,0.66969,0.500281,0.500281,2.324798,2.324798,1
A-4,2019,Crec,0.307143,0.311914,0.23643114285714287,0.235096,0.24545585714285714,0.246426,-0.4201115714285714,-0.430253,0.22978371428571429,0.231434,0.5080577142857142,0.504385,0.4201115714285714,0.430253,1.6597795714285712,1.651573,7
A-4,2019,Cuaj,0.29021949999999996,0.29021949999999996,0.21124749999999998,0.21124749999999998,0.225959,0.225959,-0.387116,-0.387116,0.20174150000000002,0.20174150000000002,0.49011899999999997,0.49011899999999997,0.387116,0.387116,1.8414085,1.8414085,2
A-4,2019,Enve,0.325622,0.3174965,0.23847925,0.2343675,0.252525,0.248637,-0.4443795,-0.436824,0.2372725,0.2307265,0.52560125,0.5171805,0.4443795,0.436824,1.754027,1.7471505,4
A-4,2020,Brot,0.344484,0.344484,0.257952,0.257952,0.257328,0.257328,-0.448144,-0.448144,0.254222,0.254222,0.551611,0.551611,0.448144,0.448144,1.853538,1.853538,1
A-4,2020,Crec,0.3040080909090909,0.300414,0.232257,0.230832,0.23774163636363638,0.235435,-0.4235800909090909,-0.421356,0.23085463636363637,0.228319,0.48379190909090913,0.484925,0.4235800909090909,0.421356,1.5415850909090911,1.512554,11
A-4,2020,Cuaj,0.30897100000000005,0.316388,0.24499200000000002,0.246341,0.23324933333333334,0.236397,-0.4235873333333333,-0.432864,0.24217233333333332,0.247658,0.48133333333333334,0.48824,0.4235873333333333,0.432864,1.618563,1.624793,3
A-4,2020,Enve,0.32173979999999996,0.325625,0.2345654,0.228883,0.24663240000000003,0.251572,-0.4448038,-0.456008,0.2363782,0.238105,0.504734,0.514609,0.4448038,0.456008,1.6071307999999997,1.60364,5
A-4,2020,Flor,0.333769,0.333769,0.2741205,0.2741205,0.242908,0.242908,-0.434987,-0.434987,0.2633575,0.2633575,0.5197860000000001,0.5197860000000001,0.434987,0.434987,1.8569735,1.8569735,2
A-4,2020,Reposo,0.346255,0.346255,0.238341,0.238341,0.266956,0.266956,-0.477032,-0.477032,0.24937,0.24937,0.561909,0.561909,0.477032,0.477032,1.86376,1.86376,1
A-4,2021,Crec,0.32423307692307696,0.324251,0.24437953846153848,0.242945,0.25462123076923077,0.255974,-0.4395052307692308,-0.445005,0.24077238461538464,0.239879,0.5473626153846154,0.54855,0.4395052307692308,0.445005,1.8469443846153846,1.876998,13
A-4,2021,Cuaj,0.3184635,0.31532649999999995,0.260548,0.2585855,0.23823033333333332,0.234178,-0.43266783333333336,-0.42529150000000004,0.25142166666666665,0.252704,0.4998546666666666,0.489495,0.43266783333333336,0.42529150000000004,1.7505645,1.7771785,6
